Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
South Africa,ZAF,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.388,41.132,41.241,40.806,40.766,41.26,41.319,40.885,39.861,38.753,37.617,36.474,35.358,34.34,33.5,32.865,32.374,31.968,31.673,29.455,25.309,27.341,26.422,26.983,25.463,26.968,27.187,28.047,26.076,26.853,23.476,24.443,26.483,28.513,28.585
South Sudan,SSD,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.089,68.082,68.15,68.301,68.393,68.451,68.599,68.61,68.369,68.101,68.036,68.11,68.382,68.647,68.522,68.063,67.52,66.936,66.392,65.991,65.325,64.704,64.583,64.47,65.137,65.894,66.684,68.088,67.888,66.371,65.704,65.6,66.366,66.362,..
Spain,ESP,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.557,40.087,39.431,38.16,39.211,38.579,37.152,37.053,37.074,37.652,39.446,37.192,38.483,39.178,39.788,43.045,44.143,43.549,43.72,41.793,40.394,39.166,37.757,35.961,34.069,33.19,31.254,31.6,30.84,30.761,27.476,29.77,30.994,30.942,30.949
Sri Lanka,LKA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.34,41.533,36.783,39.454,40.393,34.877,33.83,33.32,41.598,35.678,30.936,30.271,29.63,29.012,28.41,27.818,27.227,26.63,26.018,25.388,24.729,23.291,22.732,23.17,22.178,24.749,22.905,23.792,20.527,21.541,19.447,17.639,17.579,17.87,17.776
St. Kitts and Nevis,KNA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.013,54.935,55.18,55.552,55.903,56.255,56.583,56.955,57.076,57.073,57.089,57.27,57.794,58.306,58.813,59.327,59.782,60.012,60.034,60.036,60.238,60.645,61.397,59.799,59.629,59.418,59.235,59.007,60.075,54.012,45.885,55.191,56.517,56.659,56.565
St. Martin (French part),MAF,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.557,40.484,40.706,40.758,40.425,40.663,40.472,40.435,40.453,40.391,40.264,40.145,40.241,40.371,40.286,40.035,40.085,39.869,39.45,38.92,38.168,37.826,37.657,37.579,37.404,37.381,37.435,37.148,36.917,36.428,34.366,35.078,36.589,36.836,36.899
Sudan,SDN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.56,21.512,22.495,23.51,24.556,25.633,26.74,26.167,25.601,25.044,24.495,23.954,23.421,22.896,22.38,21.872,21.373,20.882,20.399,20.329,20.26,20.191,19.072,17.89,16.609,15.29,14.024,12.729,11.499,10.403,9.336,8.458,7.68,..,..
Suriname,SUR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.033,20.86,20.559,19.84,19.709,19.306,17.708,16.183,14.744,13.393,14.045,14.715,15.403,16.099,16.837,17.632,18.462,19.329,20.232,21.171,22.135,23.116,24.118,25.134,26.173,27.245,28.343,28.419,28.743,28.688,26.335,26.77,26.792,26.796,26.717
Sweden,SWE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.859,65.82,60.757,54.656,53.374,53.255,53.137,53.018,52.899,52.781,52.662,52.543,50.564,50.735,48.198,51.349,51.871,52.74,53.079,50.985,51.288,52.781,53.439,55.158,56.048,56.518,55.546,55.377,55.461,56.192,51.888,54.885,56.618,57.144,57.419
Switzerland,CHE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.176,66.909,66.231,68.933,64.753,61.851,64.516,64.817,63.527,69.337,65.979,66.885,68.098,68.265,65.952,64.704,67.032,64.468,66.126,68.485,67.384,67.895,66.235,67.069,67.454,68.314,68.961,67.762,67.625,66.307,64.571,64.178,63.387,64.427,64.359
Syrian Arab Republic,SYR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.688,22.349,21.729,21.469,21.643,21.877,19.696,17.99,16.339,17.889,19.519,19.44,19.359,19.276,17.085,15.059,13.213,11.653,10.436,9.307,8.774,9.636,9.337,9.16,9.33,9.458,9.505,9.51,9.458,9.333,9.184,9.255,9.299,9.31,9.251
Tajikistan,TJK,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.546,22.511,22.474,22.445,22.412,22.368,22.315,22.265,22.222,22.176,22.131,22.089,22.054,22.029,22.093,21.924,21.743,21.536,21.331,21.271,21.468,21.655,21.832,21.992,22.135,22.254,22.351,22.166,21.966,21.785,21.629,21.694,21.235,20.83,20.793
Tanzania,TZA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.183,79.031,78.883,78.526,77.976,77.687,77.845,77.961,77.9,77.845,77.759,77.739,78.151,78.557,78.958,79.354,79.748,78.666,77.551,76.402,75.221,74.01,72.771,71.507,70.218,70.03,69.798,69.606,69.467,69.346,62.695,68.765,68.445,68.609,68.474
Thailand,THA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.475,62.307,61.199,60.057,58.95,57.794,56.63,55.32,51.4,48.63,48.78,47.73,46.272,44.82,45.24,45.48,40.38,41.95,40.53,40.79,38.853,39.59,38.84,34.876,34.946,34.454,34.33,33.518,33.97,33.37,33.178,32.435,32.955,32.774,32.628
Timor-Leste,TLS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.301,42.478,42.707,42.798,43.08,42.681,42.204,41.821,41.567,41.3,41.083,39.335,40.471,41,41.216,41.15,42.033,41.08,39.978,39.005,38.133,37.677,37.352,37.227,36.923,36.795,36.571,37.169,37.447,34.975,34.643,34.136,34.638,32.939,32.632
Togo,TGO,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.857,31.653,31.453,31.277,30.985,30.741,30.481,30.157,29.87,29.597,29.389,29.232,29.101,28.967,28.854,28.777,28.648,28.555,28.492,28.465,28.497,28.53,28.534,28.504,28.442,28.358,28.26,28.144,28.002,27.846,27.586,27.602,27.816,27.8,27.755
Tonga,TON,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.69,29.484,29.278,29.074,28.87,28.56,28.252,27.946,27.642,27.341,27.041,26.743,26.448,26.154,25.863,25.574,25.286,25.001,24.719,24.438,24.159,23.883,23.609,23.337,23.067,22.8,22.534,22.271,22.01,21.925,21.717,21.872,22.125,21.972,21.912
Trinidad and Tobago,TTO,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.608,37.456,38.376,38,39.104,40.22,42.45,41.713,40.98,40.37,41.6,41.545,41.49,42.695,43.909,45.13,47.9,45.24,44.34,41.41,37.741,35.082,37.423,38.027,37.112,35.905,35.44,33.949,32.489,31.063,27.67,31.536,31.432,31.441,31.185
Tunisia,TUN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.977,29.809,29.614,29.517,29.4,28.679,27.969,27.27,26.392,25.532,24.69,23.868,23.064,22.28,21.515,20.769,19.82,20.6,20.684,19.233,20.161,20.587,22.788,21.351,19.742,18.226,20.677,19.263,22.436,25.963,21.735,19.372,16.9,14.838,14.604
Turkiye,TUR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.83,40.003,37.456,30.991,35.536,33.92,33.871,31.963,31.463,32.885,27.785,28.148,28.641,26.399,24.51,24.008,23.911,23.951,24.709,25.321,25.882,26.333,25.572,27.288,27.455,29.558,30.227,31.01,31.202,32.491,27.496,29.7,31.001,33.076,33.67
Turkmenistan,TKM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.085,42.484,43.312,43.376,43.933,44.062,44.017,44.005,43.928,43.726,43.565,43.422,43.367,43.273,43.157,42.831,42.5,42.114,41.48,41.257,40.828,39.971,39.288,38.624,37.897,37.496,37.104,36.656,36.213,35.73,33.834,34.563,36.168,35.573,35.414
Turks and Caicos Islands,TCA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.165,52.263,52.34,52.433,52.592,53.011,53.403,53.67,53.875,53.946,54.026,54.094,54.093,54.049,54.048,54.042,54.005,53.927,53.801,53.637,53.445,67.476,69.532,74.6,60.534,58.447,56.329,54.188,55.64,57.082,61.325,65.866,65.602,64.979,64.865
Ukraine,UKR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.634,34.655,34.704,34.74,34.767,34.82,34.818,34.764,34.685,34.609,34.541,34.471,34.445,34.429,34.442,34.496,34.548,34.297,34.058,33.811,33.558,33.304,33.053,32.808,32.568,32.326,32.086,31.847,31.608,31.376,27.664,27.824,..,..,..
United Arab Emirates,ARE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.207,23.205,23.08,22.889,22.581,22.253,22.824,23.404,23.995,24.596,25.207,25.828,26.459,27.1,27.75,28.41,28.654,28.899,29.145,29.393,29.642,29.892,30.143,30.396,30.649,30.904,31.16,33.924,36.585,30.61,29.718,28.414,28.687,28.552,28.464
United Kingdom,GBR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.69,65.418,62.951,61.411,60.028,59.22,60.223,60.142,59.739,59.161,59.789,58.13,59.193,58.259,59.109,58.336,58.878,57.852,57.411,56.148,55.033,54.909,55.597,55.146,55.455,56.322,56.444,55.962,54.804,54.184,54.344,51.798,54.294,52.335,52.289
United States,USA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.182,56.091,56.182,56.364,57.038,56.805,56.721,57.207,57.583,57.19,57.273,56.365,55.505,53.845,53.33,53.25,52.601,51.996,51.362,50.207,48.685,48.433,48.365,48.618,48.71,48.904,48.897,49.333,49.565,50.133,48.375,49.569,49.676,50.835,51.036
Uruguay,URY,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.816,43.114,44.214,44.256,47.205,48.758,46.402,48.675,50.934,48.571,49.787,51.838,46.824,44.828,44.366,45.772,45.069,45.96,46.145,46.412,45.638,47.04,46.312,45.419,45.988,44.212,43.363,41.896,42.978,42.899,39.07,39.568,40.791,43.439,43.519
Uzbekistan,UZB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.587,31.813,33.036,33.432,34.06,34.293,34.312,34.039,33.815,33.546,33.341,33.099,32.869,32.613,32.094,31.616,31.103,30.448,29.845,29.327,28.943,28.554,28.096,27.632,27.213,26.773,26.436,26.217,25.885,25.558,25.195,25.317,25.075,24.573,24.476
Vanuatu,VUT,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.343,64.172,64.138,64.518,63.22,63.535,63.573,63.09,63.363,63.812,63.165,64.447,66.095,65.728,65.411,64.836,63.655,58.444,53.046,47.577,42.176,41.33,40.486,39.64,38.794,37.949,37.101,36.23,35.345,34.474,34.116,34.578,34.04,34.015,33.608
"Venezuela, RB",VEN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.415,37.568,37.675,37.185,36.451,36.144,35.945,35.69,35.523,34.587,34.147,34.265,33.42,32.27,32.723,33.736,32.565,31.31,30.699,29.928,28.503,27.851,27.27,26.171,25.1,24.059,23.05,22.256,21.835,20.98,19.095,19.885,19.998,20.011,19.834
Viet Nam,VNM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.5,75.045,74.26,73.519,72.658,71.683,70.7,66.9,64.2,61.7,57.2,62,59.2,56.9,55.4,55.206,55.013,54.819,56.159,57.491,55.394,52.271,51.242,53.643,54.135,55.064,53.194,52.848,51.7,54.208,49.98,43.319,41.941,41.419,41.435
Virgin Islands (U.S.),VIR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.083,43.673,43.401,42.728,42.266,41.406,40.574,40.067,39.466,39.053,39.088,38.703,38.555,38.324,38.537,38.722,38.782,38.747,38.26,36.787,36.196,34.503,32.267,31.285,30.856,30.373,29.904,29.07,28.56,28.238,27.752,28.142,28.587,28.722,28.644
West Bank and Gaza,PSE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.885,6.849,6.76,6.73,6.699,6.64,6.658,6.513,6.372,6.297,6.368,5.018,5.066,6.381,6.318,6.216,6.576,7.388,8.395,8.3,7.626,8.568,8.36,7.536,8.174,10.547,10.878,11.385,10.199,10.485,9.009,9.769,10.877,..,..
"Yemen, Rep.",YEM,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.421,15.429,15.418,15.436,15.43,16.26,17.125,18.027,18.965,19.94,18.797,17.706,16.665,15.673,14.73,13.834,12.985,12.18,11.419,10.699,10.02,8.42,7.055,5.898,4.92,4.248,4.238,4.226,4.213,4.201,4.161,4.326,4.346,4.373,4.351
Zambia,ZMB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.388,38.296,38.223,38.164,38.165,38.189,38.221,38.211,38.181,38.13,38.029,37.836,37.638,37.464,37.312,37.17,37.02,36.868,36.706,36.534,36.362,36.214,36.048,35.84,35.576,35.277,34.941,34.572,34.186,33.319,37.167,34.659,32.922,32.689,32.418
Zimbabwe,ZWE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.445,48.782,49.577,50.503,50.02,49.135,47.785,46.375,45.047,43.966,43.235,42.702,42.497,42.61,42.784,43.009,43.115,43.206,43.54,43.851,44.18,44.499,44.807,45.077,45.111,44.955,44.65,44.218,43.718,43.263,43.599,44.001,40.553,39.997,39.865
Africa Eastern and Southern,AFE,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.3197990238123,55.4422286243935,55.6344553660665,55.7212825137549,55.77878254957,55.8626953792915,55.8993604204651,55.7657314989707,55.4666537970783,55.118679551085,54.7805974431126,54.4449382813509,54.1819621907057,53.9636924721963,53.791581168186,53.6589378686404,53.3633431825441,52.9425852798547,52.541428357568,51.9661698061066,51.2200942430954,51.9895438180405,51.67197534345,51.8669338810489,50.0038090369393,49.3101598253517,48.5164924109616,47.5204188396851,46.5628742715483,45.9092130685687,45.5878195344516,45.1628458711668,44.8524454052029,47.5837976101706,47.1110106120075
Africa Western and Central,AFW,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.8231460972138,58.9386323695686,58.6682180219578,58.87553241948,59.014452696967,59.0198017117129,58.7557031939069,58.5773678099005,58.4175011530101,58.4390638289714,58.1843739390088,57.8657505748285,56.9839939039759,56.4577638516568,55.8767354459533,55.3933553308726,54.938220139372,54.4449916047477,53.7238949087137,52.924729829426,52.1453178043335,51.6789743113301,51.2298826922401,50.4210980599232,49.6152818151111,49.2767425639053,49.1609395126326,48.6135311746443,48.2523743306244,47.8770701438528,47.1109851209138,47.3800513323334,47.0653482448367,49.1094853450678,48.9884429135028
Arab World,ARB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.3224452240217,18.3129084868525,18.3193940502148,18.0948820230525,18.2412243384577,18.0949029131827,17.8120331328216,17.3913252211634,16.9768454397709,17.8145986240846,17.2086877903522,16.4779596161959,17.0456456226008,16.8554250801874,16.5222039308327,16.2023728447846,15.9067722259717,15.3329880010023,15.0624045141868,14.8838603625466,14.4379925557482,13.9246166162621,13.6223507718858,13.7741278890667,13.7647469734998,14.0930203370807,13.8212417123335,12.8364076102707,10.9263603210652,10.2128555358646,9.48829462877994,9.69065512601016,9.73089793507141,9.94389784393865,9.64284685366906
Caribbean small states,CSS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.917194268327,37.8056482837418,37.7704934736929,37.7303100382083,37.4241164597469,37.7268609755125,37.164695030379,36.3965015881596,35.8849624727185,35.2793775897028,35.1097972115248,34.9840190066737,34.9591815418046,35.161241318499,35.2819703297494,35.6554884664481,36.036139352126,36.3538090213511,36.5476291094032,36.6855764334179,36.956368957594,37.2416597376477,37.0431975951343,37.0701106189077,37.974518521791,37.4454431519465,37.901490597994,37.9981618008801,38.9687188113697,38.138617302069,35.7292502198508,36.21134501118,36.463185167017,36.4664608089368,36.4070347433479
Central Europe and the Baltics,CEB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.8550695862677,37.6223660819927,37.5390496525013,36.4275744943048,35.7695127466677,34.2730926543982,33.5132239755932,32.3200512854998,32.2127261548529,31.689263485149,32.2970692031048,32.8553705054886,31.0212660108469,29.644093296651,28.7367592076544,28.3629131949811,27.9201911265538,27.0193241686609,26.8315904361794,26.1798868654919,26.8748138720034,25.6790331794328,26.0824010864125,25.8180624580774,26.3413642938794,26.1498282990561,26.4936343226989,27.6352778397844,27.4957152718372,27.1055716359437,24.9782657619671,24.3963011189631,24.7718500999078,25.0840633305917,25.0679420929743
Early-demographic dividend,EAR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.3600845183217,30.6294430674741,30.658995703724,30.3433881521752,30.7602086014157,30.7708355926553,30.9122842891307,30.9807334999696,31.065302384376,31.2096239826949,30.9932249788362,30.4909828067065,30.3705206977983,29.9841873069379,29.8042467005638,29.4550254557592,28.8416116600688,28.2365039431901,27.5423241850492,27.1506367291591,26.6448460107345,26.1789156609633,25.918463300582,25.6323971187451,24.9257833001243,24.5238848126105,23.8459480684,23.5199919263392,23.1601797140243,23.2712949297196,22.4598006978953,23.4796458007118,24.1892863419875,24.5851769537722,25.0039962766049
East Asia & Pacific,EAS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.5601832009766,68.7123567276339,67.7668782274207,66.5366651583726,65.7829358480279,64.6269828436366,63.4466130900597,61.9864768093088,60.6310579526486,59.4369496326905,58.3081074129822,57.6407279337713,56.8051988469869,55.8841740439416,55.3258527434659,54.4779711795273,53.7423229447135,53.0348462961893,52.030781826709,51.331685668864,50.3063044880816,49.3005078323585,48.529306647051,47.6334935797551,46.9289182595236,46.3364601232189,45.521759934041,44.7636305034617,44.3959063559002,44.3612046049219,41.9101202565543,42.378748103638,42.209469871838,41.8225265594463,41.6063986086476
East Asia & Pacific (excluding high income),EAP,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.0137078464827,71.0590483957964,70.0345668730218,68.7111925809333,67.8574200728452,66.5890148540123,65.3007798864298,63.7064866159545,62.2727753049683,60.9859358860777,59.7161122318009,58.9050189673087,57.9861015624757,56.9657571671005,56.3075379194011,55.3430019280139,54.5643324802632,53.8791527537012,52.8333563334345,52.1371053520645,51.0660042365541,50.0048195048978,49.228527552515,48.2251392864786,47.4379450275369,46.7496165132096,45.7892120541899,44.9320965133498,44.3496560449514,44.2105998369003,41.6267597599296,42.0055243459081,41.7626409939891,41.3008458307891,41.0212148897629
East Asia & Pacific (IDA & IBRD countries),TEA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.9731120056813,70.9951021969597,69.943416139101,68.5937840210669,67.7236317933304,66.4319266929405,65.1232020829894,63.5030209747388,62.0530485922251,60.7581404095354,59.4744109092203,58.6592632108656,57.7323127993648,56.7032428446143,56.0399170542785,55.068912952433,54.27817339388,53.5782988114809,52.5179726915758,51.805941609309,50.7135400711578,49.6308720125563,48.8347793894477,47.806778037854,46.9967962748159,46.2829313224782,45.3048712644515,44.4253883812559,43.8258861079037,43.6863188814088,41.0944363392445,41.4836850227324,41.220421244735,40.7640428355808,40.4919962240277
Euro area,EMU,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.3982025738506,47.822212597896,45.9673918098363,44.3068835689026,43.170512968811,42.2006337367862,41.0517214360952,40.4991632519722,40.8277472745779,41.2960411686556,41.3547233778903,40.6765266282185,40.6865976518332,40.5627528066112,40.3749292334126,40.3363360054141,40.390916668499,40.5485737057375,40.4442651507084,40.0522607661911,39.0461658452642,38.8316594601788,38.3793871245212,38.4291674450496,37.7414107595242,37.3875810511123,37.4827612649509,37.6687655087912,37.5025983000552,37.60332513232,35.9984611952499,38.0763858240067,39.4469338536789,40.3093907635503,40.358898413296
Europe & Central Asia,ECS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.0003184517377,45.6329700232735,44.9596625038672,43.1340013836293,42.6961521249031,41.9569736658412,41.016330307751,39.8330435613143,39.3242604990159,40.0522393283829,39.4282278572333,38.5813657740289,38.4691141206204,37.7185222311708,37.2494135380831,37.2274020283406,37.1873504405598,37.0212894102882,37.2307484992449,37.2446721021014,36.709552971729,36.5574324140546,35.954967745827,36.1370728679499,35.789652462977,35.9567295064133,36.0347912260794,35.9692385508138,35.7285595226778,35.7222740727657,33.9886346506448,34.7096905119818,35.5805161439594,35.9618523853419,35.9804068206066
